,id,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,host_duration,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,host_response_time_nan,property_type_Apartment,property_type_House,property_type_Others,property_type_Townhouse or Condo,property_type_nan,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,room_type_nan,bed_type_Not real bed,bed_type_Real Bed,bed_type_nan,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_nan
0,241032,956883,2011/8/11,within a few hours,0.96,0,3,3,1,Queen Anne,47.63628904,-122.3710252,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",85,0,2,5,1,365,4 weeks ago,14,41,71,346,207,2011/11/1,2016/1/2,95,10,10,10,10,9,10,0,moderate,0,0,2,4.07,1607 days,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,953595,5177328,2013/2/21,within an hour,0.98,1,6,6,1,Queen Anne,47.63912312,-122.3656665,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",150,40,1,0,2,90,today,13,13,16,291,43,2013/8/19,2015/12/29,96,10,10,10,10,10,10,0,strict,1,1,6,1.48,1047 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2,3308979,16708587,2014/6/12,within a few hours,0.67,0,2,2,1,Queen Anne,47.62972413,-122.3694832,1,House,Entire home/apt,11,4.5,5,7,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",975,300,10,25,4,30,5 weeks ago,1,6,17,220,20,2014/7/30,2015/9/3,97,10,10,10,10,10,10,0,strict,0,0,2,1.15,571 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3,7421966,9851441,2013/11/6,,0.98,0,1,1,1,Queen Anne,47.6384732,-122.3692791,1,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",100,0,1,0,1,1125,6 months ago,0,0,0,143,0,,,94.84397163,9.815602837,9.595744681,9.822695035,9.907801418,9.737588652,9.531914894,0,flexible,0,0,1,,789 days,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4,278830,1452570,2011/11/29,within an hour,1,0,2,2,1,Queen Anne,47.6329184,-122.3724706,1,House,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",450,125,6,15,1,1125,7 weeks ago,30,60,90,365,38,2012/7/10,2015/10/24,92,9,9,10,10,9,9,0,strict,0,0,1,0.89,1497 days,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5,5956968,326758,2010/12/25,,0.98,0,1,1,1,Queen Anne,47.63052548,-122.3661741,1,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials,Shampoo}",120,40,1,30,1,6,2 weeks ago,0,0,27,302,17,2015/6/11,2015/9/28,95,10,10,10,10,10,10,0,strict,0,0,1,2.45,1836 days,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6,1909058,2497928,2012/5/30,within an hour,1,1,1,1,1,Queen Anne,47.63660545,-122.3685191,1,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",80,0,1,10,3,14,5 weeks ago,20,49,71,346,58,2014/1/27,2015/12/7,99,10,10,10,10,10,10,0,moderate,0,0,1,2.46,1314 days,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7,856550,4016632,2012/10/30,within an hour,1,1,5,5,1,Queen Anne,47.64016054,-122.375856,1,Others,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}",60,25,1,0,2,7,yesterday,22,42,42,100,173,2013/1/3,2016/1/1,97,10,10,10,10,9,10,0,strict,1,1,5,4.73,1161 days,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
8,4948745,2166277,2012/4/18,,0.98,0,1,1,1,Queen Anne,47.6324103,-122.3572161,1,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",90,0,1,0,3,1125,5 months ago,6,36,66,341,8,2015/6/22,2015/8/17,97,10,9,10,9,10,10,0,strict,0,0,1,1.22,1356 days,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9,2493658,5177328,2013/2/21,within an hour,0.98,1,6,6,1,Queen Anne,47.63749172,-122.3668886,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",150,40,1,0,2,365,today,6,19,49,324,32,2014/4/27,2015/12/20,97,10,10,10,10,10,9,0,strict,1,1,6,1.55,1047 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10,175576,239585,2010/9/19,within a few hours,1,1,1,1,1,Queen Anne,47.63548171,-122.3584778,1,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95,15,2,15,3,7,a week ago,0,0,0,153,181,2011/7/21,2015/11/25,97,10,10,10,10,10,10,0,moderate,1,0,1,3.33,1933 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11,4454295,4606439,2013/1/6,within a few hours,1,0,1,1,1,Queen Anne,47.63721408,-122.3600458,1,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99,150,1,0,3,1125,a week ago,21,21,21,229,8,2015/5/6,2015/12/16,97,10,10,9,10,10,9,0,strict,0,0,1,0.98,1093 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12,3883392,19932967,2014/8/13,within an hour,1,1,1,1,1,Queen Anne,47.63554551,-122.3731708,1,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",245,95,1,0,3,14,2 weeks ago,30,60,90,362,13,2014/11/9,2015/10/2,98,10,10,10,10,10,10,0,moderate,0,0,1,0.92,509 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13,8889257,25899989,2015/1/10,within an hour,1,0,1,1,1,Queen Anne,47.62950681,-122.3676293,1,House,Entire home/apt,5,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",165,85,4,20,2,1125,today,13,40,63,337,3,2015/12/16,2016/1/2,100,10,10,9,9,10,10,0,strict,0,0,1,3,359 days,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14,5680462,22372266,2014/10/10,within an hour,1,0,1,1,1,Queen Anne,47.63920266,-122.3658627,1,House,Entire home/apt,16,3.5,6,15,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",461,300,8,50,3,29,5 days ago,19,40,65,327,18,2015/6/15,2015/11/15,98,9,10,10,10,10,10,1,strict,0,0,1,2.65,451 days,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15,8988178,2983711,2012/7/18,within a few hours,1,0,1,1,0,Queen Anne,47.63564979,-122.3728928,0,House,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",109,89,1,0,3,15,3 days ago,30,60,69,69,1,2015/11/25,2015/11/25,80,8,10,8,8,8,8,0,strict,0,0,1,0.73,1265 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16,3245876,9465817,2013/10/16,within an hour,1,0,1,1,1,Queen Anne,47.62620037,-122.3666019,1,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",66,35,1,25,1,10,yesterday,29,59,89,364,84,2014/6/30,2016/1/2,95,10,9,10,10,10,9,0,moderate,0,0,1,4.55,810 days,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17,4933447,25417834,2014/12/31,within an hour,1,1,1,1,1,Queen Anne,47.64064588,-122.3724059,1,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99,15,1,0,2,14,2 weeks ago,29,52,82,171,45,2015/3/16,2015/11/6,98,10,10,10,10,10,10,1,moderate,0,0,1,4.58,369 days,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
18,7735464,6170760,2013/4/30,,0.98,0,1,1,1,Queen Anne,47.63977587,-122.3722354,1,Apartment,Private room,2,2,1,1,Not real bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",200,0,1,0,1,1125,5 months ago,0,0,0,125,0,,,94.84397163,9.815602837,9.595744681,9.822695035,9.907801418,9.737588652,9.531914894,0,flexible,0,0,1,,979 days,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
19,6291829,32713558,2015/5/5,,0.98,0,1,1,1,Queen Anne,47.63602478,-122.3586936,1,House,Entire home/apt,10,3.5,5,5,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",700,250,1,0,3,30,2 months ago,24,54,84,359,5,2015/7/7,2015/8/10,85,10,9,9,9,8,8,0,flexible,0,0,1,0.82,244 days,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20,9218403,14100483,2014/4/9,within a few hours,1,0,1,1,1,Queen Anne,47.62794034,-122.3649587,0,Townhouse or Condo,Entire home/apt,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",110,0,1,0,1,1125,4 weeks ago,29,55,85,360,1,2016/1/3,2016/1/3,100,10,10,10,10,10,10,0,flexible,0,0,1,1,635 days,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
21,4125779,21401856,2014/9/16,within an hour,1,0,1,1,0,Queen Anne,47.63637426,-122.3610334,1,House,Private room,3,1.5,1,2,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",99,15,1,10,1,1125,2 months ago,30,60,90,365,11,2014/9/27,2015/10/18,84,9,9,9,9,10,8,0,moderate,0,0,1,0.71,475 days,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
22,8942678,46675077,2015/10/16,within a day,1,0,1,1,0,Queen Anne,47.63563222,-122.3588809,1,House,Entire home/apt,8,2,4,4,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",450,0,1,0,4,1125,2 months ago,0,0,0,53,1,2015/12/1,2015/12/1,100,10,10,10,10,10,10,0,flexible,0,0,1,0.86,80 days,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
23,10106055,51860756,2015/12/20,,0.98,0,1,1,0,Queen Anne,47.63339396,-122.3719199,1,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",75,0,1,0,1,1125,today,30,60,90,365,0,,,95.86746988,9.746987952,9.746987952,9.795180723,9.819277108,9.795180723,9.626506024,0,flexible,0,0,1,,15 days,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
24,6362362,33147763,2015/5/11,,0.98,0,1,1,0,Queen Anne,47.63851671,-122.369581,1,House,Entire home/apt,5,2.5,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",600,150,1,0,3,1125,3 months ago,0,0,0,212,1,2015/7/20,2015/7/20,100,10,10,10,10,10,10,0,moderate,0,0,1,0.18,238 days,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
25,3544550,16708587,2014/6/12,within a few hours,0.67,0,2,2,1,Queen Anne,47.63139735,-122.3677669,1,House,Entire home/apt,8,2.5,3,5,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",450,200,6,50,4,1125,today,0,3,33,293,8,2015/7/4,2015/9/2,100,10,10,9,10,10,10,0,strict,0,0,2,1.3,571 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
26,9025039,68155,2010/1/6,within a few hours,1,0,1,1,1,Queen Anne,47.63875224,-122.3679727,1,House,Entire home/apt,5,1,2,3,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers}",150,35,1,0,1,1125,3 days ago,0,0,0,49,0,,,95.86746988,9.746987952,9.746987952,9.795180723,9.819277108,9.795180723,9.626506024,0,flexible,0,0,1,,2189 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
27,3200646,4016632,2012/10/30,within an hour,1,1,5,5,1,Queen Anne,47.63926602,-122.3747258,1,Others,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}",45,25,1,0,2,7,yesterday,22,49,49,107,80,2014/7/6,2016/1/2,95,10,10,10,10,9,9,0,strict,1,1,5,4.38,1161 days,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
28,8859380,3792761,2012/10/7,within an hour,1,0,5,5,1,Queen Anne,47.62990712,-122.3689481,1,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",300,125,1,0,2,1125,4 days ago,24,54,84,356,6,2015/10/24,2016/1/2,100,10,10,10,10,10,10,1,moderate,0,0,1,2.47,1184 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29,4520099,6184895,2013/5/1,within an hour,0.71,0,1,1,1,Queen Anne,47.63981587,-122.3743385,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",80,65,3,50,2,1125,5 days ago,0,1,30,305,4,2015/1/4,2015/7/25,85,8,9,7,10,9,9,0,strict,0,0,1,0.33,978 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,2481869,5177328,2013/2/21,within an hour,0.98,1,6,6,1,Queen Anne,47.63900778,-122.3653201,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",175,40,1,0,2,365,today,19,46,62,323,38,2014/5/1,2015/10/11,96,10,10,10,10,10,10,0,strict,1,1,6,1.86,1047 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
31,1110749,5325329,2013/3/4,within a few hours,0.97,0,9,9,1,Queen Anne,47.63508504,-122.3644435,1,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",325,100,6,60,2,1125,today,23,50,77,162,68,2013/6/15,2015/12/21,92,9,9,10,9,10,9,0,strict,0,0,8,2.18,1036 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
32,5978498,31037494,2015/4/11,within a day,0.6,0,1,1,1,Queen Anne,47.64063323,-122.3727094,1,House,Entire home/apt,4,3,3,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",175,80,1,0,4,120,4 days ago,0,0,9,213,8,2015/7/6,2015/12/3,88,9,9,9,9,10,9,0,flexible,0,0,1,1.31,268 days,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
33,5021081,25906186,2015/1/10,within an hour,0.71,0,1,1,1,Queen Anne,47.63812149,-122.37579,1,House,Entire home/apt,7,3.5,4,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",222,250,7,75,2,1125,today,0,0,0,2,5,2015/8/7,2015/11/12,75,8,9,8,9,9,8,1,strict,0,0,1,0.99,359 days,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
34,1686930,8916363,2013/9/18,within an hour,1,0,1,1,0,Queen Anne,47.62981553,-122.3662123,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",159,99,1,0,1,1125,today,11,38,68,309,62,2013/10/8,2015/12/7,97,10,10,10,10,10,9,0,strict,0,0,1,2.27,838 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35,7680289,40335071,2015/8/2,within an hour,1,0,2,2,1,Queen Anne,47.63981019,-122.3738006,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",125,50,2,25,2,365,2 weeks ago,30,60,90,353,19,2015/8/27,2015/11/29,95,10,10,10,10,10,10,1,moderate,0,0,2,4.35,155 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
36,7207641,6544973,2013/5/23,within a day,0.5,0,1,1,1,Queen Anne,47.63556952,-122.3616526,1,House,Entire home/apt,8,3,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",348,150,6,20,3,1125,5 months ago,0,0,0,153,5,2015/8/4,2015/9/3,96,10,10,10,10,10,9,0,strict,0,0,1,0.97,956 days,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37,5062445,21072725,2014/9/8,a few days or more,0.31,0,1,1,0,Queen Anne,47.63497873,-122.3588694,1,House,Private room,1,1,1,1,Not real bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",45,0,1,0,1,1125,4 days ago,28,58,88,363,7,2015/5/17,2015/12/8,97,9,8,10,10,10,10,0,flexible,0,0,1,0.9,483 days,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
38,8925878,40335071,2015/8/2,within an hour,1,0,2,2,1,Queen Anne,47.6393621,-122.3724026,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",150,50,2,25,2,365,2 weeks ago,16,46,76,351,2,2015/10/25,2015/12/18,100,10,10,10,10,10,10,1,moderate,0,0,2,0.83,155 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
39,6389657,2052160,2012/4/2,within a few hours,1,1,1,1,1,Queen Anne,47.63461628,-122.3580227,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",80,20,1,0,3,1125,today,12,38,40,201,11,2015/7/22,2015/8/19,98,10,10,10,10,10,10,0,flexible,0,0,1,1.98,1372 days,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
40,4218733,21896205,2014/9/28,within an hour,1,0,1,1,1,Queen Anne,47.63800138,-122.3610048,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110,40,2,15,2,1125,2 days ago,19,46,76,351,71,2014/10/9,2016/1/1,90,10,8,10,10,10,9,0,moderate,0,0,1,4.7,463 days,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
41,2715623,8242272,2013/8/18,within a few hours,1,0,1,1,1,Queen Anne,47.63199585,-122.3716577,1,House,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",148,100,2,20,3,365,today,0,13,43,310,9,2014/6/2,2015/10/29,91,9,10,9,9,10,10,0,strict,1,1,1,0.46,869 days,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
